query,geneid,isoformnum,ref,%id,alignlen,mismatch,gapopens,qstart,qend,refstart,refend,evalue,seqlen
c20805_g1_i5,c20805_g1_i5,c20805_g1,5,navi_HOG5829,76.50,1132,231,25,313,1419,1122,1,1e-166,584
c20827_g1_i1,c20827_g1_i1,c20827_g1,1,navi_HOG7085,82.55,2344,351,30,66,2359,3173,838,0.0,2010
c20827_g1_i2,c20827_g1_i2,c20827_g1,2,navi_HOG7085,82.55,2344,351,30,66,2359,3173,838,0.0,2010
c20827_g1_i4,c20827_g1_i4,c20827_g1,4,navi_HOG7085,85.13,1870,246,18,473,2311,2706,838,0.0,1884
c20827_g1_i4,c20827_g1_i4,c20827_g1,4,navi_HOG7085,79.38,291,55,3,66,352,3173,2884,1e-50,200
c20834_g1_i1,c20834_g1_i1,c20834_g1,1,navi_HOG3159,76.68,2929,648,26,1045,3951,2970,55,0.0,1592
c20834_g1_i2,c20834_g1_i2,c20834_g1,2,navi_HOG3159,76.68,2929,648,26,1953,4859,2970,55,0.0,1592
c20854_g4_i1,c20854_g4_i1,c20854_g4,1,navi_HOG5257,82.77,1399,176,32,636,2000,78,1445,0.0,1188
c20854_g4_i1,c20854_g4_i1,c20854_g4,1,navi_HOG5257,80.70,938,170,9,2050,2981,1447,2379,0.0,719
c20854_g4_i3,c20854_g4_i3,c20854_g4,3,navi_HOG5257,80.70,938,170,9,595,1526,1447,2379,0.0,719
c20854_g4_i6,c20854_g4_i6,c20854_g4,6,navi_HOG5257,82.93,1476,181,35,612,2047,1,1445,0.0,1264
c20854_g4_i6,c20854_g4_i6,c20854_g4,6,navi_HOG5257,80.70,938,170,9,2097,3028,1447,2379,0.0,719
c20868_g1_i1,c20868_g1_i1,c20868_g1,1,navi_HOG5264,81.88,2163,383,9,564,2723,14,2170,0.0,1814
c20868_g1_i1,c20868_g1_i1,c20868_g1,1,navi_HOG5264,100.00,33,0,0,2740,2772,2166,2198,4e-09,62.1
c20868_g1_i2,c20868_g1_i2,c20868_g1,2,navi_HOG5264,82.11,2214,386,10,195,2404,14,2221,0.0,1886
c20868_g1_i3,c20868_g1_i3,c20868_g1,3,navi_HOG5264,82.11,2191,383,9,564,2751,14,2198,0.0,1866
c20868_g1_i4,c20868_g1_i4,c20868_g1,4,navi_HOG5264,82.11,2214,386,10,564,2773,14,2221,0.0,1886
c20868_g1_i5,c20868_g1_i5,c20868_g1,5,navi_HOG5264,81.88,2163,383,9,564,2723,14,2170,0.0,1814
c20868_g1_i5,c20868_g1_i5,c20868_g1,5,navi_HOG5264,92.86,56,3,1,2740,2794,2166,2221,1e-14,80.5
c20880_g1_i1,c20880_g1_i1,c20880_g1,1,navi_HOG6217,89.82,442,45,0,229,670,3,444,2e-161,568
c20880_g1_i2,c20880_g1_i2,c20880_g1,2,navi_HOG6217,89.82,442,45,0,705,1146,3,444,2e-161,568
c20880_g1_i3,c20880_g1_i3,c20880_g1,3,navi_HOG6217,90.40,198,19,0,161,358,247,444,3e-69,261
c20880_g1_i4,c20880_g1_i4,c20880_g1,4,navi_HOG6217,89.82,442,45,0,114,555,3,444,2e-161,568
c20880_g1_i5,c20880_g1_i5,c20880_g1,5,navi_HOG6217,89.95,438,44,0,350,787,7,444,7e-161,566
c20880_g1_i6,c20880_g1_i6,c20880_g1,6,navi_HOG6217,89.86,444,45,0,525,968,1,444,2e-162,571
c20896_g2_i1,c20896_g2_i1,c20896_g2,1,navi_HOG4168,83.64,923,151,0,123,1045,923,1,0.0,869
c20896_g2_i2,c20896_g2_i2,c20896_g2,2,navi_HOG4168,83.64,923,151,0,108,1030,923,1,0.0,869
c20897_g2_i1,c20897_g2_i1,c20897_g2,1,navi_HOG6632,81.72,1335,211,19,1673,3004,1093,2397,0.0,1083
c20897_g2_i2,c20897_g2_i2,c20897_g2,2,navi_HOG6632,81.72,1335,211,19,1567,2898,1093,2397,0.0,1083
c20897_g2_i3,c20897_g2_i3,c20897_g2,3,navi_HOG6632,83.18,1308,214,6,1673,2977,1093,2397,0.0,1192
c20898_g1_i1,c20898_g1_i1,c20898_g1,1,navi_HOG7020,83.78,1295,210,0,1413,2707,1093,2387,0.0,1229
c20908_g1_i1,c20908_g1_i1,c20908_g1,1,navi_HOG6201,93.03,287,20,0,1457,1743,734,448,4e-117,420
c20908_g1_i1,c20908_g1_i1,c20908_g1,1,navi_HOG6201,85.09,322,48,0,944,1265,1055,734,6e-90,329
c20908_g1_i2,c20908_g1_i2,c20908_g1,2,navi_HOG6201,85.09,322,48,0,944,1265,1055,734,5e-90,329
c20908_g1_i3,c20908_g1_i3,c20908_g1,3,navi_HOG6201,86.80,659,87,0,1457,2115,734,76,0.0,736
c20908_g1_i3,c20908_g1_i3,c20908_g1,3,navi_HOG6201,85.09,322,48,0,944,1265,1055,734,1e-89,329
c20914_g1_i1,c20914_g1_i1,c20914_g1,1,navi_HOG3490,89.16,609,58,6,1162,1763,1,608,0.0,752
c20914_g1_i2,c20914_g1_i2,c20914_g1,2,navi_HOG3490,89.16,609,58,6,1162,1763,1,608,0.0,752
c20914_g1_i3,c20914_g1_i3,c20914_g1,3,navi_HOG3490,89.16,609,58,6,1162,1763,1,608,0.0,752
c20918_g1_i2,c20918_g1_i2,c20918_g1,2,navi_HOG4108,84.47,1133,174,2,927,2058,15,1146,0.0,1116
c20918_g1_i4,c20918_g1_i4,c20918_g1,4,navi_HOG4108,84.47,1133,174,2,1237,2368,15,1146,0.0,1116
c20918_g1_i5,c20918_g1_i5,c20918_g1,5,navi_HOG4108,84.39,1134,174,3,1247,2379,15,1146,0.0,1110
c20918_g1_i6,c20918_g1_i6,c20918_g1,6,navi_HOG4108,84.47,1133,174,2,1348,2479,15,1146,0.0,1116
c20922_g1_i1,c20922_g1_i1,c20922_g1,1,navi_HOG3098,75.85,2364,492,58,53,2356,2380,4724,0.0,1129
c20922_g1_i2,c20922_g1_i2,c20922_g1,2,navi_HOG3098,76.83,1649,329,37,53,1660,2380,4016,0.0,880
c20922_g1_i3,c20922_g1_i3,c20922_g1,3,navi_HOG3098,75.72,2661,560,64,226,2822,2086,4724,0.0,1256
c20922_g1_i4,c20922_g1_i4,c20922_g1,4,navi_HOG3098,77.19,1394,265,37,53,1405,2380,3761,0.0,763
c20922_g1_i4,c20922_g1_i4,c20922_g1,4,navi_HOG3098,84.87,152,23,0,1417,1568,3865,4016,4e-37,154
c20925_g1_i2,c20925_g1_i2,c20925_g1,2,navi_HOG7188,77.66,1070,212,9,326,1391,1,1047,2e-179,627
c20925_g1_i3,c20925_g1_i3,c20925_g1,3,navi_HOG7188,78.68,924,189,7,326,1245,1,920,6e-174,608
c20925_g1_i4,c20925_g1_i4,c20925_g1,4,navi_HOG7188,79.17,1512,305,9,326,1832,1,1507,0.0,1038
c20930_g1_i1,c20930_g1_i1,c20930_g1,1,navi_HOG5033,78.48,1199,254,4,87,1283,1,1197,0.0,782
c20930_g1_i2,c20930_g1_i2,c20930_g1,2,navi_HOG5033,78.48,1199,254,4,87,1283,1,1197,0.0,782
c20930_g1_i3,c20930_g1_i3,c20930_g1,3,navi_HOG5033,78.47,980,207,4,163,1140,220,1197,0.0,638
c20930_g1_i4,c20930_g1_i4,c20930_g1,4,navi_HOG5033,78.48,1199,254,4,87,1283,1,1197,0.0,782
c20930_g1_i5,c20930_g1_i5,c20930_g1,5,navi_HOG5033,78.48,1199,254,4,87,1283,1,1197,0.0,782
c20937_g2_i1,c20937_g2_i1,c20937_g2,1,navi_HOG4234,82.98,3414,576,5,837,4248,3411,1,0.0,3081
c20940_g2_i1,c20940_g2_i1,c20940_g2,1,navi_HOG4462,81.83,1222,222,0,1107,2328,661,1882,0.0,1027
c20940_g2_i2,c20940_g2_i2,c20940_g2,2,navi_HOG4462,81.86,1224,222,0,1107,2330,661,1884,0.0,1031
c20940_g2_i3,c20940_g2_i3,c20940_g2,3,navi_HOG4462,81.86,1224,222,0,1107,2330,661,1884,0.0,1031
c20952_g1_i1,c20952_g1_i1,c20952_g1,1,navi_HOG3486,80.83,1309,234,11,919,2217,1,1302,0.0,1011
c20952_g1_i2,c20952_g1_i2,c20952_g1,2,navi_HOG3486,80.83,1309,234,11,475,1773,1,1302,0.0,1011
c20952_g2_i2,c20952_g2_i2,c20952_g2,2,navi_HOG7027,78.10,662,118,14,676,1337,1,635,3e-109,394
c20952_g2_i3,c20952_g2_i3,c20952_g2,3,navi_HOG7027,77.53,997,187,23,676,1670,1,962,5e-161,566
c20954_g1_i1,c20954_g1_i1,c20954_g1,1,navi_HOG4177,79.65,1843,354,20,904,2736,491,2322,0.0,1306
c20955_g2_i1,c20955_g2_i1,c20955_g2,1,navi_HOG3475,85.85,1152,160,1,1301,2449,1371,220,0.0,1221
c20955_g3_i2,c20955_g3_i2,c20955_g3,2,navi_HOG6732,77.55,775,162,12,78,846,887,119,4e-128,457
c20955_g3_i3,c20955_g3_i3,c20955_g3,3,navi_HOG6732,77.55,775,162,12,78,846,887,119,4e-128,457
c20955_g3_i4,c20955_g3_i4,c20955_g3,4,navi_HOG6732,77.55,775,162,12,78,846,887,119,4e-128,457
c20955_g3_i5,c20955_g3_i5,c20955_g3,5,navi_HOG6732,77.55,775,162,12,78,846,887,119,4e-128,457
c20955_g3_i6,c20955_g3_i6,c20955_g3,6,navi_HOG6732,77.55,775,162,12,78,846,887,119,2e-128,457
c20958_g1_i1,c20958_g1_i1,c20958_g1,1,navi_HOG5459,84.28,1113,172,1,137,1246,43,1155,0.0,1083
c20958_g1_i2,c20958_g1_i2,c20958_g1,2,navi_HOG5459,83.95,978,157,0,338,1315,178,1155,0.0,937
c20958_g1_i3,c20958_g1_i3,c20958_g1,3,navi_HOG5459,84.59,1155,175,1,1139,2290,1,1155,0.0,1144
c20958_g1_i4,c20958_g1_i4,c20958_g1,4,navi_HOG5459,83.95,978,157,0,1382,2359,178,1155,0.0,937
c20958_g1_i5,c20958_g1_i5,c20958_g1,5,navi_HOG5459,83.95,978,157,0,551,1528,178,1155,0.0,937
c20959_g1_i1,c20959_g1_i1,c20959_g1,1,navi_HOG4529,77.93,299,58,7,731,1025,1309,1015,9e-45,180
c20959_g1_i2,c20959_g1_i2,c20959_g1,2,navi_HOG4529,77.93,299,58,7,930,1224,1309,1015,1e-44,180
c20959_g1_i2,c20959_g1_i2,c20959_g1,2,navi_HOG4529,78.23,248,48,6,192,435,2088,1843,6e-37,154
c20959_g1_i3,c20959_g1_i3,c20959_g1,3,navi_HOG4529,77.93,299,58,7,930,1224,1309,1015,1e-44,180
c20959_g1_i3,c20959_g1_i3,c20959_g1,3,navi_HOG4529,78.23,248,48,6,192,435,2088,1843,6e-37,154
c20960_g2_i1,c20960_g2_i1,c20960_g2,1,navi_HOG6448,81.55,233,43,0,2212,2444,2450,2218,2e-48,193
c20960_g2_i3,c20960_g2_i3,c20960_g2,3,navi_HOG6448,81.55,233,43,0,1209,1441,2450,2218,2e-48,193
c20974_g1_i1,c20974_g1_i1,c20974_g1,1,navi_HOG2917,89.89,178,18,0,728,905,178,1,5e-60,230
c20974_g1_i2,c20974_g1_i2,c20974_g1,2,navi_HOG2917,92.68,123,9,0,163,285,123,1,1e-44,178
c20974_g1_i3,c20974_g1_i3,c20974_g1,3,navi_HOG2917,86.75,1034,137,0,652,1685,1034,1,0.0,1151
c20975_g2_i1,c20975_g2_i1,c20975_g2,1,navi_HOG6374,80.99,1410,233,14,99,1474,529,1937,0.0,1086
c20991_g1_i1,c20991_g1_i1,c20991_g1,1,navi_HOG3522,77.39,659,133,10,41,691,116,766,2e-104,377
c20991_g1_i2,c20991_g1_i2,c20991_g1,2,navi_HOG3522,77.39,659,133,10,41,691,116,766,2e-104,377
c20991_g1_i3,c20991_g1_i3,c20991_g1,3,navi_HOG3522,77.90,1240,240,23,41,1263,116,1338,0.0,741
c20997_g1_i1,c20997_g1_i1,c20997_g1,1,navi_HOG5905,82.84,2040,317,17,138,2149,1,2035,0.0,1797
c21000_g1_i1,c21000_g1_i1,c21000_g1,1,navi_HOG5933,72.74,543,139,6,518,1057,553,17,7e-43,174
c21000_g1_i2,c21000_g1_i2,c21000_g1,2,navi_HOG5933,72.74,543,139,6,518,1057,553,17,6e-43,174
c21012_g1_i1,c21012_g1_i1,c21012_g1,1,navi_HOG6263,81.72,1504,262,10,1591,3088,736,2232,0.0,1242
c21012_g1_i2,c21012_g1_i2,c21012_g1,2,navi_HOG6263,81.55,1653,291,11,1340,2985,587,2232,0.0,1351
c21018_g1_i1,c21018_g1_i1,c21018_g1,1,navi_HOG5727,81.76,1502,261,11,536,2029,1,1497,0.0,1243
c21025_g3_i1,c21025_g3_i1,c21025_g3,1,navi_HOG3195,81.68,2527,430,22,747,3258,2786,278,0.0,2071
c21025_g3_i2,c21025_g3_i2,c21025_g3,2,navi_HOG3195,81.65,2419,411,22,747,3150,2786,386,0.0,1977
c21025_g3_i4,c21025_g3_i4,c21025_g3,4,navi_HOG3195,81.67,2531,430,23,747,3262,2786,275,0.0,2073
c21025_g3_i5,c21025_g3_i5,c21025_g3,5,navi_HOG3195,81.68,2527,430,22,747,3258,2786,278,0.0,2071
c21030_g1_i1,c21030_g1_i1,c21030_g1,1,navi_HOG4011,78.44,1637,325,21,2180,3798,1639,13,0.0,1042
c21030_g1_i1,c21030_g1_i1,c21030_g1,1,navi_HOG4010,83.96,848,133,1,1176,2020,661,1508,0.0,809
c21030_g1_i2,c21030_g1_i2,c21030_g1,2,navi_HOG4011,78.50,1637,323,22,2202,3819,1639,13,0.0,1046
c21030_g1_i2,c21030_g1_i2,c21030_g1,2,navi_HOG4010,81.95,870,132,6,1176,2042,661,1508,0.0,713
c21030_g1_i3,c21030_g1_i3,c21030_g1,3,navi_HOG4011,78.50,1637,323,22,2180,3797,1639,13,0.0,1046
c21030_g1_i3,c21030_g1_i3,c21030_g1,3,navi_HOG4010,83.96,848,133,1,1176,2020,661,1508,0.0,809
c21030_g1_i4,c21030_g1_i4,c21030_g1,4,navi_HOG4011,78.50,1493,294,20,2024,3498,1496,13,0.0,953
c21030_g1_i4,c21030_g1_i4,c21030_g1,4,navi_HOG4010,83.96,848,133,1,1176,2020,661,1508,0.0,809
c21030_g1_i7,c21030_g1_i7,c21030_g1,7,navi_HOG4010,83.96,848,133,1,1176,2020,661,1508,0.0,809
c21031_g1_i1,c21031_g1_i1,c21031_g1,1,navi_HOG4627,93.65,63,4,0,101,163,3232,3294,4e-19,95.3
c21031_g1_i3,c21031_g1_i3,c21031_g1,3,navi_HOG4627,93.65,63,4,0,101,163,3232,3294,3e-19,95.3
c21034_g1_i1,c21034_g1_i1,c21034_g1,1,navi_HOG6904,81.04,1076,185,14,1932,3002,2198,1137,0.0,839
c21034_g1_i2,c21034_g1_i2,c21034_g1,2,navi_HOG6904,81.04,1076,185,14,629,1699,2198,1137,0.0,839
c21034_g1_i3,c21034_g1_i3,c21034_g1,3,navi_HOG6904,89.38,113,12,0,1483,1595,1598,1486,8e-34,143
c21034_g1_i4,c21034_g1_i4,c21034_g1,4,navi_HOG6904,81.04,1076,185,14,1932,3002,2198,1137,0.0,839
c21034_g1_i5,c21034_g1_i5,c21034_g1,5,navi_HOG6904,81.04,1076,185,14,2010,3080,2198,1137,0.0,839
c21035_g1_i1,c21035_g1_i1,c21035_g1,1,navi_HOG5539,75.38,1056,228,26,2608,3644,481,1523,4e-135,481
c21035_g1_i2,c21035_g1_i2,c21035_g1,2,navi_HOG5539,75.38,1056,228,26,2558,3594,481,1523,4e-135,481
c21037_g1_i1,c21037_g1_i1,c21037_g1,1,navi_HOG6579,92.70,137,10,0,154,290,137,1,1e-50,198
c21037_g1_i2,c21037_g1_i2,c21037_g1,2,navi_HOG6579,75.54,838,182,12,1496,2314,834,1,5e-108,390
c21040_g1_i1,c21040_g1_i1,c21040_g1,1,navi_HOG4678,79.63,2474,492,12,727,3194,67,2534,0.0,1766
c21040_g1_i2,c21040_g1_i2,c21040_g1,2,navi_HOG4678,79.67,2514,499,12,537,3044,27,2534,0.0,1801
c21041_g2_i1,c21041_g2_i1,c21041_g2,1,navi_HOG5803,83.50,515,73,2,632,1134,483,997,4e-132,470
c21041_g2_i2,c21041_g2_i2,c21041_g2,2,navi_HOG5803,83.50,515,73,2,1513,2015,483,997,5e-132,470
c21041_g2_i5,c21041_g2_i5,c21041_g2,5,navi_HOG5803,79.68,1127,190,23,1513,2615,483,1594,0.0,776
c21042_g1_i1,c21042_g1_i1,c21042_g1,1,navi_HOG2992,77.14,1859,411,13,1109,2960,850,2701,0.0,1066
c21043_g1_i2,c21043_g1_i2,c21043_g1,2,navi_HOG6138,81.64,1427,250,11,1167,2587,28,1448,0.0,1173
c21043_g1_i7,c21043_g1_i7,c21043_g1,7,navi_HOG6138,81.64,1427,250,11,555,1975,28,1448,0.0,1173
c21045_g1_i2,c21045_g1_i2,c21045_g1,2,navi_HOG5246,80.24,1351,241,16,844,2169,1386,37,0.0,992
c21045_g1_i3,c21045_g1_i3,c21045_g1,3,navi_HOG5246,81.04,1350,244,4,844,2181,1386,37,0.0,1064
c21045_g1_i4,c21045_g1_i4,c21045_g1,4,navi_HOG5246,81.25,1365,241,10,844,2208,1386,37,0.0,1088
c21049_g1_i1,c21049_g1_i1,c21049_g1,1,navi_HOG5206,84.09,635,99,2,946,1579,40,673,2e-174,612
c21049_g1_i1,c21049_g1_i1,c21049_g1,1,navi_HOG5206,86.25,160,19,1,1696,1852,736,895,1e-41,171
c21049_g1_i2,c21049_g1_i2,c21049_g1,2,navi_HOG5206,82.31,650,98,10,946,1594,40,673,4e-155,547
c21049_g1_i2,c21049_g1_i2,c21049_g1,2,navi_HOG5206,86.25,160,19,1,1711,1867,736,895,1e-41,171
c21060_g1_i1,c21060_g1_i1,c21060_g1,1,navi_HOG5389,82.72,4306,707,27,1129,5414,259,4547,0.0,3795
c21060_g1_i2,c21060_g1_i2,c21060_g1,2,navi_HOG5389,82.43,3693,614,25,1129,4802,259,3935,0.0,3192
c21060_g1_i3,c21060_g1_i3,c21060_g1,3,navi_HOG5389,82.52,4318,706,29,1129,5426,259,4547,0.0,3746
c21060_g1_i4,c21060_g1_i4,c21060_g1,4,navi_HOG5389,82.72,4306,707,27,1135,5420,259,4547,0.0,3795
c21061_g3_i1,c21061_g3_i1,c21061_g3,1,navi_HOG6605,80.02,1236,218,9,1781,2988,8306,7072,0.0,887
c21061_g3_i4,c21061_g3_i4,c21061_g3,4,navi_HOG6605,81.30,401,73,2,66,465,7471,7072,2e-88,324
c21061_g3_i5,c21061_g3_i5,c21061_g3,5,navi_HOG6605,80.02,1236,218,9,732,1939,8306,7072,0.0,887
c21062_g1_i1,c21062_g1_i1,c21062_g1,1,navi_HOG3526,80.12,327,65,0,1,327,1393,1719,8e-65,244
c21062_g2_i1,c21062_g2_i1,c21062_g2,1,navi_HOG3526,94.34,53,3,0,523,575,107,55,1e-15,82.4
c21062_g2_i4,c21062_g2_i4,c21062_g2,4,navi_HOG3526,94.34,53,3,0,1316,1368,107,55,2e-15,82.4
c21062_g2_i6,c21062_g2_i6,c21062_g2,6,navi_HOG3526,94.34,53,3,0,1474,1526,107,55,2e-15,82.4
c21063_g2_i1,c21063_g2_i1,c21063_g2,1,navi_HOG5375,79.10,2966,579,29,4,2950,558,3501,0.0,2004
c21064_g1_i1,c21064_g1_i1,c21064_g1,1,navi_HOG6069,87.24,831,106,0,400,1230,831,1,0.0,948
c21064_g1_i2,c21064_g1_i2,c21064_g1,2,navi_HOG6069,87.58,596,74,0,179,774,596,1,0.0,691
c21066_g1_i1,c21066_g1_i1,c21066_g1,1,navi_HOG4958,85.57,1109,154,2,1074,2182,1193,91,0.0,1157
c21066_g1_i2,c21066_g1_i2,c21066_g1,2,navi_HOG4958,84.90,1199,175,2,899,2097,1193,1,0.0,1206
c21066_g1_i3,c21066_g1_i3,c21066_g1,3,navi_HOG4958,84.90,1199,175,2,1074,2272,1193,1,0.0,1206
c21070_g1_i1,c21070_g1_i1,c21070_g1,1,navi_HOG6923,82.21,2035,349,8,82,2105,1057,3089,0.0,1740
c21070_g1_i4,c21070_g1_i4,c21070_g1,4,navi_HOG6923,82.21,2395,413,8,82,2465,1057,3449,0.0,2050
c21076_g2_i1,c21076_g2_i1,c21076_g2,1,navi_HOG3524,80.15,1174,225,7,303,1472,1,1170,0.0,870
c21076_g2_i1,c21076_g2_i1,c21076_g2,1,navi_HOG3524,78.74,207,33,11,1653,1852,1405,1607,4e-29,128
c21076_g2_i2,c21076_g2_i2,c21076_g2,2,navi_HOG3524,80.09,1175,225,8,303,1473,1,1170,0.0,865
c21076_g2_i2,c21076_g2_i2,c21076_g2,2,navi_HOG3524,78.74,207,33,11,1654,1853,1405,1607,6e-29,128
c21077_g3_i1,c21077_g3_i1,c21077_g3,1,navi_HOG3201,84.81,1257,187,4,500,1754,2668,1414,0.0,1260
c21077_g3_i2,c21077_g3_i2,c21077_g3,2,navi_HOG3201,84.81,1257,187,4,492,1746,2668,1414,0.0,1260
c21077_g3_i3,c21077_g3_i3,c21077_g3,3,navi_HOG3201,84.81,1257,187,4,500,1754,2668,1414,0.0,1260
c21077_g3_i4,c21077_g3_i4,c21077_g3,4,navi_HOG3201,90.08,514,49,2,500,1012,2668,2156,0.0,665
c21077_g4_i1,c21077_g4_i1,c21077_g4,1,navi_HOG3201,83.66,257,23,14,12,251,670,416,7e-59,224
c21082_g1_i1,c21082_g1_i1,c21082_g1,1,navi_HOG6137,80.57,1451,267,12,562,2002,267,1712,0.0,1103
c21097_g1_i1,c21097_g1_i1,c21097_g1,1,navi_HOG6222,80.92,393,64,9,861,1246,175,563,5e-81,300
c21097_g1_i3,c21097_g1_i3,c21097_g1,3,navi_HOG6222,80.92,393,64,9,2522,2907,175,563,1e-80,300
c21097_g1_i4,c21097_g1_i4,c21097_g1,4,navi_HOG6222,80.92,393,64,9,2038,2423,175,563,8e-81,300
c21097_g1_i5,c21097_g1_i5,c21097_g1,5,navi_HOG6222,80.92,393,64,9,1474,1859,175,563,7e-81,300
c21098_g1_i1,c21098_g1_i1,c21098_g1,1,navi_HOG4009,83.66,967,156,2,826,1791,1020,55,0.0,909
c21107_g1_i1,c21107_g1_i1,c21107_g1,1,navi_HOG5990,79.01,848,174,4,2493,3338,885,40,4e-164,577
c21107_g1_i2,c21107_g1_i2,c21107_g1,2,navi_HOG5990,77.37,866,174,9,2493,3356,885,40,4e-139,494
c21107_g1_i5,c21107_g1_i5,c21107_g1,5,navi_HOG5990,77.37,866,174,9,379,1242,885,40,2e-139,494
c21122_g16_i1,c21122_g16_i1,c21122_g16,1,navi_HOG5143,84.09,1615,239,14,786,2388,52,1660,0.0,1543
c21122_g16_i2,c21122_g16_i2,c21122_g16,2,navi_HOG5143,86.61,762,98,2,118,877,901,1660,0.0,839
c21122_g16_i3,c21122_g16_i3,c21122_g16,3,navi_HOG5143,84.09,1615,239,14,293,1895,52,1660,0.0,1543
c21126_g1_i1,c21126_g1_i1,c21126_g1,1,navi_HOG5163,87.32,284,36,0,963,1246,1679,1396,8e-89,326
c21126_g1_i2,c21126_g1_i2,c21126_g1,2,navi_HOG5163,82.05,897,142,11,1614,2493,902,8,0.0,747
c21126_g1_i2,c21126_g1_i2,c21126_g1,2,navi_HOG5163,87.32,284,36,0,963,1246,1679,1396,1e-88,326
c21126_g1_i3,c21126_g1_i3,c21126_g1,3,navi_HOG5163,82.05,897,142,11,774,1653,902,8,0.0,747
c21142_g1_i1,c21142_g1_i1,c21142_g1,1,navi_HOG3973,76.00,550,123,5,408,951,32,578,6e-74,276
c21142_g1_i5,c21142_g1_i5,c21142_g1,5,navi_HOG3973,76.00,550,123,5,509,1052,32,578,7e-74,276
c21149_g2_i1,c21149_g2_i1,c21149_g2,1,navi_HOG6102,79.47,1656,328,11,752,2401,150,1799,0.0,1164
c21149_g2_i2,c21149_g2_i2,c21149_g2,2,navi_HOG6102,79.33,1606,320,11,310,1909,200,1799,0.0,1116
c21152_g1_i1,c21152_g1_i1,c21152_g1,1,navi_HOG3846,85.54,83,10,2,976,1057,1816,1735,2e-16,86.1
c21152_g1_i2,c21152_g1_i2,c21152_g1,2,navi_HOG3846,85.54,83,10,2,976,1057,1816,1735,2e-16,86.1
c21154_g1_i1,c21154_g1_i1,c21154_g1,1,navi_HOG3177,78.85,1059,212,11,297,1349,613,1665,0.0,704
c21154_g1_i2,c21154_g1_i2,c21154_g1,2,navi_HOG3177,78.85,1059,212,11,1193,2245,613,1665,0.0,704
c21154_g1_i3,c21154_g1_i3,c21154_g1,3,navi_HOG3177,78.85,1059,212,11,1087,2139,613,1665,0.0,704
c21155_g1_i1,c21155_g1_i1,c21155_g1,1,navi_HOG6061,82.02,2269,389,18,910,3170,2351,94,0.0,1912
c21155_g1_i2,c21155_g1_i2,c21155_g1,2,navi_HOG6061,82.41,2411,408,15,903,3308,2493,94,0.0,2089
c21155_g1_i3,c21155_g1_i3,c21155_g1,3,navi_HOG6061,82.62,2186,367,12,903,3083,2493,316,0.0,1919
c21155_g1_i4,c21155_g1_i4,c21155_g1,4,navi_HOG6061,82.62,2186,367,12,903,3083,2493,316,0.0,1919
c21155_g1_i9,c21155_g1_i9,c21155_g1,9,navi_HOG6061,82.55,2252,380,12,903,3149,2493,250,0.0,1969
c21155_g1_i10,c21155_g1_i10,c21155_g1,10,navi_HOG6061,82.41,2411,408,15,903,3308,2493,94,0.0,2089
c21157_g2_i1,c21157_g2_i1,c21157_g2,1,navi_HOG5732,83.86,2175,333,8,773,2938,1,2166,0.0,2056
c21161_g1_i3,c21161_g1_i3,c21161_g1,3,navi_HOG5489,79.77,341,65,3,1501,1839,1353,1015,5e-64,244
c21161_g1_i4,c21161_g1_i4,c21161_g1,4,navi_HOG5489,79.77,341,65,3,1501,1839,1353,1015,7e-64,244
c21161_g1_i6,c21161_g1_i6,c21161_g1,6,navi_HOG5489,79.77,341,65,3,1501,1839,1353,1015,4e-64,244
c21167_g2_i8,c21167_g2_i8,c21167_g2,8,navi_HOG4726,81.47,1538,275,8,652,2187,613,2142,0.0,1253
c21172_g1_i1,c21172_g1_i1,c21172_g1,1,navi_HOG6779,87.22,1252,157,3,225,1475,1,1250,0.0,1423
c21172_g1_i1,c21172_g1_i1,c21172_g1,1,navi_HOG6779,83.43,338,56,0,1792,2129,1453,1790,3e-85,315
c21172_g1_i2,c21172_g1_i2,c21172_g1,2,navi_HOG6779,90.45,178,17,0,267,444,980,1157,3e-62,235
c21172_g1_i3,c21172_g1_i3,c21172_g1,3,navi_HOG6779,86.45,871,116,2,225,1094,1,870,0.0,953
c21172_g1_i3,c21172_g1_i3,c21172_g1,3,navi_HOG6779,89.42,378,40,0,1205,1582,873,1250,4e-134,477
c21172_g1_i3,c21172_g1_i3,c21172_g1,3,navi_HOG6779,83.43,338,56,0,1899,2236,1453,1790,3e-85,315
c21172_g1_i4,c21172_g1_i4,c21172_g1,4,navi_HOG6779,87.29,1251,157,2,225,1474,1,1250,0.0,1428
c21172_g1_i4,c21172_g1_i4,c21172_g1,4,navi_HOG6779,83.43,338,56,0,1791,2128,1453,1790,3e-85,315
c21212_g1_i1,c21212_g1_i1,c21212_g1,1,navi_HOG3292,78.06,2356,503,12,765,3113,49,2397,0.0,1474
c21212_g1_i2,c21212_g1_i2,c21212_g1,2,navi_HOG3292,78.06,2356,503,12,983,3331,49,2397,0.0,1474
c21212_g1_i4,c21212_g1_i4,c21212_g1,4,navi_HOG3292,78.06,2356,503,12,337,2685,49,2397,0.0,1474
c21212_g1_i5,c21212_g1_i5,c21212_g1,5,navi_HOG3292,78.06,2356,503,12,754,3102,49,2397,0.0,1474
c21217_g1_i1,c21217_g1_i1,c21217_g1,1,navi_HOG5865,82.32,1097,177,12,244,1327,1,1093,0.0,935
